County Code,County,State,gender,Year,level,pct
6009,Calaveras County                             ,California                                                            ,Male,2018,Insured,20572.0
6009,Calaveras County                             ,California                                                            ,Female,2018,Insured,21319.0
6011,Colusa County                                ,California                                                            ,Male,2018,Insured,9656.0
6011,Colusa County                                ,California                                                            ,Female,2018,Insured,9327.0
6013,Contra Costa County                          ,California                                                            ,Male,2018,Insured,516049.0
6013,Contra Costa County                          ,California                                                            ,Female,2018,Insured,550569.0
6015,Del Norte County                             ,California                                                            ,Male,2018,Insured,13351.0
6015,Del Norte County                             ,California                                                            ,Female,2018,Insured,12052.0
6017,El Dorado County                             ,California                                                            ,Male,2018,Insured,87085.0
6017,El Dorado County                             ,California                                                            ,Female,2018,Insured,88846.0
6019,Fresno County                                ,California                                                            ,Male,2018,Insured,437191.0
6019,Fresno County                                ,California                                                            ,Female,2018,Insured,454900.0
6021,Glenn County                                 ,California                                                            ,Male,2018,Insured,12315.0
6021,Glenn County                                 ,California                                                            ,Female,2018,Insured,12271.0
6023,Humboldt County                              ,California                                                            ,Male,2018,Insured,61035.0
6023,Humboldt County                              ,California                                                            ,Female,2018,Insured,63607.0
6025,Imperial County                              ,California                                                            ,Male,2018,Insured,83486.0
6025,Imperial County                              ,California                                                            ,Female,2018,Insured,81896.0
6027,Inyo County                                  ,California                                                            ,Male,2018,Insured,8294.0
6027,Inyo County                                  ,California                                                            ,Female,2018,Insured,8389.0
6029,Kern County                                  ,California                                                            ,Male,2018,Insured,404666.0
6029,Kern County                                  ,California                                                            ,Female,2018,Insured,398126.0
6031,Kings County                                 ,California                                                            ,Male,2018,Insured,75151.0
6031,Kings County                                 ,California                                                            ,Female,2018,Insured,62144.0
6033,Lake County                                  ,California                                                            ,Male,2018,Insured,28500.0
6033,Lake County                                  ,California                                                            ,Female,2018,Insured,29978.0
6035,Lassen County                                ,California                                                            ,Male,2018,Insured,19555.0
6035,Lassen County                                ,California                                                            ,Female,2018,Insured,10072.0
6037,Los Angeles County                           ,California                                                            ,Male,2018,Insured,4394504.0
6037,Los Angeles County                           ,California                                                            ,Female,2018,Insured,4675714.0
6039,Madera County                                ,California                                                            ,Male,2018,Insured,66169.0
6039,Madera County                                ,California                                                            ,Female,2018,Insured,72377.0
6041,Marin County                                 ,California                                                            ,Male,2018,Insured,120503.0
6041,Marin County                                 ,California                                                            ,Female,2018,Insured,127322.0
6043,Mariposa County                              ,California                                                            ,Male,2018,Insured,8073.0
6043,Mariposa County                              ,California                                                            ,Female,2018,Insured,8008.0
6045,Mendocino County                             ,California                                                            ,Male,2018,Insured,38791.0
6045,Mendocino County                             ,California                                                            ,Female,2018,Insured,39893.0
6047,Merced County                                ,California                                                            ,Male,2018,Insured,121284.0
6047,Merced County                                ,California                                                            ,Female,2018,Insured,123531.0
6049,Modoc County                                 ,California                                                            ,Male,2018,Insured,4129.0
6049,Modoc County                                 ,California                                                            ,Female,2018,Insured,3962.0
6051,Mono County                                  ,California                                                            ,Male,2018,Insured,6504.0
6051,Mono County                                  ,California                                                            ,Female,2018,Insured,6225.0
6053,Monterey County                              ,California                                                            ,Male,2018,Insured,191578.0
6053,Monterey County                              ,California                                                            ,Female,2018,Insured,189959.0
6055,Napa County                                  ,California                                                            ,Male,2018,Insured,64125.0
6055,Napa County                                  ,California                                                            ,Female,2018,Insured,65235.0
6057,Nevada County                                ,California                                                            ,Male,2018,Insured,45125.0
6057,Nevada County                                ,California                                                            ,Female,2018,Insured,47241.0
6059,Orange County                                ,California                                                            ,Male,2018,Insured,1421810.0
6059,Orange County                                ,California                                                            ,Female,2018,Insured,1486427.0
6061,Placer County                                ,California                                                            ,Male,2018,Insured,176235.0
6061,Placer County                                ,California                                                            ,Female,2018,Insured,186589.0
6063,Plumas County                                ,California                                                            ,Male,2018,Insured,8754.0
6063,Plumas County                                ,California                                                            ,Female,2018,Insured,8729.0
6065,Riverside County                             ,California                                                            ,Male,2018,Insured,1061638.0
6065,Riverside County                             ,California                                                            ,Female,2018,Insured,1103724.0
6067,Sacramento County                            ,California                                                            ,Male,2018,Insured,684625.0
6067,Sacramento County                            ,California                                                            ,Female,2018,Insured,732895.0
6069,San Benito County                            ,California                                                            ,Male,2018,Insured,27019.0
6069,San Benito County                            ,California                                                            ,Female,2018,Insured,27705.0
6071,San Bernardino County                        ,California                                                            ,Male,2018,Insured,955162.0
6071,San Bernardino County                        ,California                                                            ,Female,2018,Insured,982814.0
6073,San Diego County                             ,California                                                            ,Male,2018,Insured,1489090.0
6073,San Diego County                             ,California                                                            ,Female,2018,Insured,1511271.0
6075,San Francisco County                         ,California                                                            ,Male,2018,Insured,418664.0
6075,San Francisco County                         ,California                                                            ,Female,2018,Insured,409457.0
6077,San Joaquin County                           ,California                                                            ,Male,2018,Insured,331797.0
6077,San Joaquin County                           ,California                                                            ,Female,2018,Insured,343706.0
6079,San Luis Obispo County                       ,California                                                            ,Male,2018,Insured,130919.0
6079,San Luis Obispo County                       ,California                                                            ,Female,2018,Insured,129810.0
6081,San Mateo County                             ,California                                                            ,Male,2018,Insured,355936.0
6081,San Mateo County                             ,California                                                            ,Female,2018,Insured,372173.0
6083,Santa Barbara County                         ,California                                                            ,Male,2018,Insured,193543.0
6083,Santa Barbara County                         ,California                                                            ,Female,2018,Insured,199155.0
6085,Santa Clara County                           ,California                                                            ,Male,2018,Insured,915152.0
6085,Santa Clara County                           ,California                                                            ,Female,2018,Insured,908903.0
6087,Santa Cruz County                            ,California                                                            ,Male,2018,Insured,124462.0
6087,Santa Cruz County                            ,California                                                            ,Female,2018,Insured,129480.0
6089,Shasta County                                ,California                                                            ,Male,2018,Insured,80567.0
6089,Shasta County                                ,California                                                            ,Female,2018,Insured,86026.0
6091,Sierra County                                ,California                                                            ,Male,2018,Insured,1417.0
6091,Sierra County                                ,California                                                            ,Female,2018,Insured,1305.0
6093,Siskiyou County                              ,California                                                            ,Male,2018,Insured,19666.0
6093,Siskiyou County                              ,California                                                            ,Female,2018,Insured,20218.0
6095,Solano County                                ,California                                                            ,Male,2018,Insured,203548.0
6095,Solano County                                ,California                                                            ,Female,2018,Insured,209569.0
6097,Sonoma County                                ,California                                                            ,Male,2018,Insured,222393.0
6097,Sonoma County                                ,California                                                            ,Female,2018,Insured,238193.0
6099,Stanislaus County                            ,California                                                            ,Male,2018,Insured,244429.0
6099,Stanislaus County                            ,California                                                            ,Female,2018,Insured,256654.0
6101,Sutter County                                ,California                                                            ,Male,2018,Insured,42723.0
6101,Sutter County                                ,California                                                            ,Female,2018,Insured,44477.0
6103,Tehama County                                ,California                                                            ,Male,2018,Insured,28637.0
6103,Tehama County                                ,California                                                            ,Female,2018,Insured,29606.0
6105,Trinity County                               ,California                                                            ,Male,2018,Insured,5944.0
6105,Trinity County                               ,California                                                            ,Female,2018,Insured,5765.0
6107,Tulare County                                ,California                                                            ,Male,2018,Insured,205848.0
6107,Tulare County                                ,California                                                            ,Female,2018,Insured,213416.0
6109,Tuolumne County                              ,California                                                            ,Male,2018,Insured,26163.0
6109,Tuolumne County                              ,California                                                            ,Female,2018,Insured,24384.0
6111,Ventura County                               ,California                                                            ,Male,2018,Insured,375951.0
6111,Ventura County                               ,California                                                            ,Female,2018,Insured,392957.0
6113,Yolo County                                  ,California                                                            ,Male,2018,Insured,96234.0
6113,Yolo County                                  ,California                                                            ,Female,2018,Insured,104187.0
6115,Yuba County                                  ,California                                                            ,Male,2018,Insured,34967.0
6115,Yuba County                                  ,California                                                            ,Female,2018,Insured,34655.0
8001,Adams County                                 ,Colorado                                                              ,Male,2018,Insured,221121.0
8001,Adams County                                 ,Colorado                                                              ,Female,2018,Insured,223495.0
8003,Alamosa County                               ,Colorado                                                              ,Male,2018,Insured,6989.0
8003,Alamosa County                               ,Colorado                                                              ,Female,2018,Insured,7177.0
8005,Arapahoe County                              ,Colorado                                                              ,Male,2018,Insured,282261.0
8005,Arapahoe County                              ,Colorado                                                              ,Female,2018,Insured,297849.0
8007,Archuleta County                             ,Colorado                                                              ,Male,2018,Insured,5571.0
8007,Archuleta County                             ,Colorado                                                              ,Female,2018,Insured,5599.0
8009,Baca County                                  ,Colorado                                                              ,Male,2018,Insured,1469.0
8009,Baca County                                  ,Colorado                                                              ,Female,2018,Insured,1568.0
8011,Bent County                                  ,Colorado                                                              ,Male,2018,Insured,3328.0
8011,Bent County                                  ,Colorado                                                              ,Female,2018,Insured,1835.0
8013,Boulder County                               ,Colorado                                                              ,Male,2018,Insured,148285.0
8013,Boulder County                               ,Colorado                                                              ,Female,2018,Insured,148977.0
8014,Broomfield County                            ,Colorado                                                              ,Male,2018,Insured,30887.0
8014,Broomfield County                            ,Colorado                                                              ,Female,2018,Insured,31864.0
8015,Chaffee County                               ,Colorado                                                              ,Male,2018,Insured,8964.0
8015,Chaffee County                               ,Colorado                                                              ,Female,2018,Insured,8060.0
8017,Cheyenne County                              ,Colorado                                                              ,Male,2018,Insured,826.0
8017,Cheyenne County                              ,Colorado                                                              ,Female,2018,Insured,945.0
8019,Clear Creek County                           ,Colorado                                                              ,Male,2018,Insured,4445.0
8019,Clear Creek County                           ,Colorado                                                              ,Female,2018,Insured,4307.0
8021,Conejos County                               ,Colorado                                                              ,Male,2018,Insured,3588.0
8021,Conejos County                               ,Colorado                                                              ,Female,2018,Insured,3674.0
8023,Costilla County                              ,Colorado                                                              ,Male,2018,Insured,1630.0
8023,Costilla County                              ,Colorado                                                              ,Female,2018,Insured,1529.0
8025,Crowley County                               ,Colorado                                                              ,Male,2018,Insured,3068.0
8025,Crowley County                               ,Colorado                                                              ,Female,2018,Insured,1883.0
8027,Custer County                                ,Colorado                                                              ,Male,2018,Insured,1977.0
8027,Custer County                                ,Colorado                                                              ,Female,2018,Insured,2128.0
8029,Delta County                                 ,Colorado                                                              ,Male,2018,Insured,13361.0
8029,Delta County                                 ,Colorado                                                              ,Female,2018,Insured,13600.0
8031,Denver County                                ,Colorado                                                              ,Male,2018,Insured,304484.0
8031,Denver County                                ,Colorado                                                              ,Female,2018,Insured,317838.0
8033,Dolores County                               ,Colorado                                                              ,Male,2018,Insured,868.0
8033,Dolores County                               ,Colorado                                                              ,Female,2018,Insured,775.0
8035,Douglas County                               ,Colorado                                                              ,Male,2018,Insured,157052.0
8035,Douglas County                               ,Colorado                                                              ,Female,2018,Insured,158913.0
8037,Eagle County                                 ,Colorado                                                              ,Male,2018,Insured,24829.0
8037,Eagle County                                 ,Colorado                                                              ,Female,2018,Insured,22717.0
8041,El Paso County                               ,Colorado                                                              ,Male,2018,Insured,315163.0
8041,El Paso County                               ,Colorado                                                              ,Female,2018,Insured,313762.0
8039,Elbert County                                ,Colorado                                                              ,Male,2018,Insured,11729.0
8039,Elbert County                                ,Colorado                                                              ,Female,2018,Insured,11645.0
8043,Fremont County                               ,Colorado                                                              ,Male,2018,Insured,24674.0
8043,Fremont County                               ,Colorado                                                              ,Female,2018,Insured,18261.0
8045,Garfield County                              ,Colorado                                                              ,Male,2018,Insured,25074.0
8045,Garfield County                              ,Colorado                                                              ,Female,2018,Insured,25308.0
8047,Gilpin County                                ,Colorado                                                              ,Male,2018,Insured,3036.0
8047,Gilpin County                                ,Colorado                                                              ,Female,2018,Insured,2661.0
8049,Grand County                                 ,Colorado                                                              ,Male,2018,Insured,7202.0
8049,Grand County                                 ,Colorado                                                              ,Female,2018,Insured,6320.0
8051,Gunnison County                              ,Colorado                                                              ,Male,2018,Insured,7824.0
8051,Gunnison County                              ,Colorado                                                              ,Female,2018,Insured,6912.0
8053,Hinsdale County                              ,Colorado                                                              ,Male,2018,Insured,357.0
8053,Hinsdale County                              ,Colorado                                                              ,Female,2018,Insured,426.0
8055,Huerfano County                              ,Colorado                                                              ,Male,2018,Insured,3008.0
8055,Huerfano County                              ,Colorado                                                              ,Female,2018,Insured,3035.0
8057,Jackson County                               ,Colorado                                                              ,Male,2018,Insured,536.0
8057,Jackson County                               ,Colorado                                                              ,Female,2018,Insured,584.0
8059,Jefferson County                             ,Colorado                                                              ,Male,2018,Insured,262909.0
8059,Jefferson County                             ,Colorado                                                              ,Female,2018,Insured,269604.0
8061,Kiowa County                                 ,Colorado                                                              ,Male,2018,Insured,673.0
8061,Kiowa County                                 ,Colorado                                                              ,Female,2018,Insured,640.0
8063,Kit Carson County                            ,Colorado                                                              ,Male,2018,Insured,3501.0
8063,Kit Carson County                            ,Colorado                                                              ,Female,2018,Insured,3028.0
8067,La Plata County                              ,Colorado                                                              ,Male,2018,Insured,24539.0
8067,La Plata County                              ,Colorado                                                              ,Female,2018,Insured,24962.0
8065,Lake County                                  ,Colorado                                                              ,Male,2018,Insured,3537.0
8065,Lake County                                  ,Colorado                                                              ,Female,2018,Insured,3014.0
8069,Larimer County                               ,Colorado                                                              ,Male,2018,Insured,155632.0
8069,Larimer County                               ,Colorado                                                              ,Female,2018,Insured,158526.0
8071,Las Animas County                            ,Colorado                                                              ,Male,2018,Insured,6386.0
8071,Las Animas County                            ,Colorado                                                              ,Female,2018,Insured,6007.0
8073,Lincoln County                               ,Colorado                                                              ,Male,2018,Insured,3110.0
8073,Lincoln County                               ,Colorado                                                              ,Female,2018,Insured,1898.0
8075,Logan County                                 ,Colorado                                                              ,Male,2018,Insured,10408.0
8075,Logan County                                 ,Colorado                                                              ,Female,2018,Insured,9103.0
8077,Mesa County                                  ,Colorado                                                              ,Male,2018,Insured,65810.0
8077,Mesa County                                  ,Colorado                                                              ,Female,2018,Insured,68906.0
8079,Mineral County                               ,Colorado                                                              ,Male,2018,Insured,357.0
8079,Mineral County                               ,Colorado                                                              ,Female,2018,Insured,381.0
8081,Moffat County                                ,Colorado                                                              ,Male,2018,Insured,5975.0
8081,Moffat County                                ,Colorado                                                              ,Female,2018,Insured,5828.0
8083,Montezuma County                             ,Colorado                                                              ,Male,2018,Insured,10795.0
8083,Montezuma County                             ,Colorado                                                              ,Female,2018,Insured,11729.0
8085,Montrose County                              ,Colorado                                                              ,Male,2018,Insured,17644.0
8085,Montrose County                              ,Colorado                                                              ,Female,2018,Insured,18763.0
8087,Morgan County                                ,Colorado                                                              ,Male,2018,Insured,12108.0
8087,Morgan County                                ,Colorado                                                              ,Female,2018,Insured,12504.0
8089,Otero County                                 ,Colorado                                                              ,Male,2018,Insured,7816.0
8089,Otero County                                 ,Colorado                                                              ,Female,2018,Insured,8574.0
8091,Ouray County                                 ,Colorado                                                              ,Male,2018,Insured,2088.0
8091,Ouray County                                 ,Colorado                                                              ,Female,2018,Insured,2227.0
8093,Park County                                  ,Colorado                                                              ,Male,2018,Insured,8255.0
8093,Park County                                  ,Colorado                                                              ,Female,2018,Insured,7604.0
8095,Phillips County                              ,Colorado                                                              ,Male,2018,Insured,1930.0
8095,Phillips County                              ,Colorado                                                              ,Female,2018,Insured,1784.0
8097,Pitkin County                                ,Colorado                                                              ,Male,2018,Insured,8185.0
8097,Pitkin County                                ,Colorado                                                              ,Female,2018,Insured,7617.0
8099,Prowers County                               ,Colorado                                                              ,Male,2018,Insured,5063.0
8099,Prowers County                               ,Colorado                                                              ,Female,2018,Insured,5313.0
8101,Pueblo County                                ,Colorado                                                              ,Male,2018,Insured,72704.0
8101,Pueblo County                                ,Colorado                                                              ,Female,2018,Insured,77360.0
8103,Rio Blanco County                            ,Colorado                                                              ,Male,2018,Insured,2988.0
8103,Rio Blanco County                            ,Colorado                                                              ,Female,2018,Insured,2936.0
8105,Rio Grande County                            ,Colorado                                                              ,Male,2018,Insured,4756.0
8105,Rio Grande County                            ,Colorado                                                              ,Female,2018,Insured,4993.0
8107,Routt County                                 ,Colorado                                                              ,Male,2018,Insured,11649.0
8107,Routt County                                 ,Colorado                                                              ,Female,2018,Insured,10978.0
8109,Saguache County                              ,Colorado                                                              ,Male,2018,Insured,2562.0
8109,Saguache County                              ,Colorado                                                              ,Female,2018,Insured,2783.0
8111,San Juan County                              ,Colorado                                                              ,Male,2018,Insured,251.0
8111,San Juan County                              ,Colorado                                                              ,Female,2018,Insured,238.0
8113,San Miguel County                            ,Colorado                                                              ,Male,2018,Insured,3654.0
8113,San Miguel County                            ,Colorado                                                              ,Female,2018,Insured,3329.0
8115,Sedgwick County                              ,Colorado                                                              ,Male,2018,Insured,1010.0
8115,Sedgwick County                              ,Colorado                                                              ,Female,2018,Insured,1054.0
8117,Summit County                                ,Colorado                                                              ,Male,2018,Insured,14382.0
8117,Summit County                                ,Colorado                                                              ,Female,2018,Insured,12398.0
8119,Teller County                                ,Colorado                                                              ,Male,2018,Insured,11160.0
8119,Teller County                                ,Colorado                                                              ,Female,2018,Insured,11119.0
8121,Washington County                            ,Colorado                                                              ,Male,2018,Insured,2256.0
8121,Washington County                            ,Colorado                                                              ,Female,2018,Insured,2132.0
8123,Weld County                                  ,Colorado                                                              ,Male,2018,Insured,133170.0
8123,Weld County                                  ,Colorado                                                              ,Female,2018,Insured,134190.0
8125,Yuma County                                  ,Colorado                                                              ,Male,2018,Insured,4221.0
8125,Yuma County                                  ,Colorado                                                              ,Female,2018,Insured,4383.0
9001,Fairfield County                             ,Connecticut                                                           ,Male,2018,Insured,416726.0
9001,Fairfield County                             ,Connecticut                                                           ,Female,2018,Insured,449994.0
9003,Hartford County                              ,Connecticut                                                           ,Male,2018,Insured,408136.0
9003,Hartford County                              ,Connecticut                                                           ,Female,2018,Insured,439836.0
9005,Litchfield County                            ,Connecticut                                                           ,Male,2018,Insured,85201.0
9005,Litchfield County                            ,Connecticut                                                           ,Female,2018,Insured,88233.0
9007,Middlesex County                             ,Connecticut                                                           ,Male,2018,Insured,76170.0
9007,Middlesex County                             ,Connecticut                                                           ,Female,2018,Insured,80512.0
9009,New Haven County                             ,Connecticut                                                           ,Male,2018,Insured,384481.0
9009,New Haven County                             ,Connecticut                                                           ,Female,2018,Insured,422332.0
9011,New London County                            ,Connecticut                                                           ,Male,2018,Insured,126082.0
9011,New London County                            ,Connecticut                                                           ,Female,2018,Insured,128140.0
9013,Tolland County                               ,Connecticut                                                           ,Male,2018,Insured,72409.0
9013,Tolland County                               ,Connecticut                                                           ,Female,2018,Insured,72732.0
9015,Windham County                               ,Connecticut                                                           ,Male,2018,Insured,54106.0
9015,Windham County                               ,Connecticut                                                           ,Female,2018,Insured,56206.0
10001,Kent County                                  ,Delaware                                                              ,Male,2018,Insured,77445.0
10001,Kent County                                  ,Delaware                                                              ,Female,2018,Insured,85208.0
10003,New Castle County                            ,Delaware                                                              ,Male,2018,Insured,251125.0
10003,New Castle County                            ,Delaware                                                              ,Female,2018,Insured,271377.0
10005,Sussex County                                ,Delaware                                                              ,Male,2018,Insured,95041.0
10005,Sussex County                                ,Delaware                                                              ,Female,2018,Insured,104515.0
11001,District of Columbia                         ,District of Columbia                                                  ,Male,2018,Insured,311561.0
11001,District of Columbia                         ,District of Columbia                                                  ,Female,2018,Insured,348828.0
12001,Alachua County                               ,Florida                                                               ,Male,2018,Insured,110367.0
12001,Alachua County                               ,Florida                                                               ,Female,2018,Insured,122401.0
12003,Baker County                                 ,Florida                                                               ,Male,2018,Insured,12865.0
12003,Baker County                                 ,Florida                                                               ,Female,2018,Insured,11703.0
12005,Bay County                                   ,Florida                                                               ,Male,2018,Insured,75973.0
12005,Bay County                                   ,Florida                                                               ,Female,2018,Insured,79241.0
12007,Bradford County                              ,Florida                                                               ,Male,2018,Insured,12659.0
12007,Bradford County                              ,Florida                                                               ,Female,2018,Insured,10633.0
12009,Brevard County                               ,Florida                                                               ,Male,2018,Insured,238873.0
12009,Brevard County                               ,Florida                                                               ,Female,2018,Insured,260885.0
12011,Broward County                               ,Florida                                                               ,Male,2018,Insured,761434.0
12011,Broward County                               ,Florida                                                               ,Female,2018,Insured,825667.0
12013,Calhoun County                               ,Florida                                                               ,Male,2018,Insured,6728.0
12013,Calhoun County                               ,Florida                                                               ,Female,2018,Insured,5539.0
12015,Charlotte County                             ,Florida                                                               ,Male,2018,Insured,71266.0
12015,Charlotte County                             ,Florida                                                               ,Female,2018,Insured,77528.0
12017,Citrus County                                ,Florida                                                               ,Male,2018,Insured,57860.0
12017,Citrus County                                ,Florida                                                               ,Female,2018,Insured,63318.0
12019,Clay County                                  ,Florida                                                               ,Male,2018,Insured,88118.0
12019,Clay County                                  ,Florida                                                               ,Female,2018,Insured,93509.0
12021,Collier County                               ,Florida                                                               ,Male,2018,Insured,132888.0
12021,Collier County                               ,Florida                                                               ,Female,2018,Insured,148961.0
12023,Columbia County                              ,Florida                                                               ,Male,2018,Insured,30438.0
12023,Columbia County                              ,Florida                                                               ,Female,2018,Insured,29478.0
12027,DeSoto County                                ,Florida                                                               ,Male,2018,Insured,14873.0
12027,DeSoto County                                ,Florida                                                               ,Female,2018,Insured,12531.0
12029,Dixie County                                 ,Florida                                                               ,Male,2018,Insured,7614.0
12029,Dixie County                                 ,Florida                                                               ,Female,2018,Insured,6187.0
12031,Duval County                                 ,Florida                                                               ,Male,2018,Insured,378250.0
12031,Duval County                                 ,Florida                                                               ,Female,2018,Insured,414653.0
12033,Escambia County                              ,Florida                                                               ,Male,2018,Insured,132115.0
12033,Escambia County                              ,Florida                                                               ,Female,2018,Insured,139261.0
12035,Flagler County                               ,Florida                                                               ,Male,2018,Insured,42434.0
12035,Flagler County                               ,Florida                                                               ,Female,2018,Insured,48398.0
12037,Franklin County                              ,Florida                                                               ,Male,2018,Insured,5418.0
12037,Franklin County                              ,Florida                                                               ,Female,2018,Insured,4274.0
12039,Gadsden County                               ,Florida                                                               ,Male,2018,Insured,18212.0
12039,Gadsden County                               ,Florida                                                               ,Female,2018,Insured,20743.0
12041,Gilchrist County                             ,Florida                                                               ,Male,2018,Insured,7612.0
12041,Gilchrist County                             ,Florida                                                               ,Female,2018,Insured,7153.0
12043,Glades County                                ,Florida                                                               ,Male,2018,Insured,5324.0
12043,Glades County                                ,Florida                                                               ,Female,2018,Insured,4575.0
