County Code,County,State,age,Year,level,pct
26099,Macomb County, MI,30_34,2018,Overdose,43.0
26099,Macomb County, MI,35_39,2018,Overdose,38.0
26099,Macomb County, MI,40_44,2018,Overdose,29.0
26099,Macomb County, MI,45_49,2018,Overdose,31.0
26099,Macomb County, MI,50_54,2018,Overdose,22.0
26099,Macomb County, MI,55_59,2018,Overdose,20.0
26099,Macomb County, MI,60_64,2018,Overdose,16.0
26099,Macomb County, MI,65_69,2018,Overdose,0.0
26099,Macomb County, MI,70_74,2018,Overdose,0.0
26099,Macomb County, MI,75_79,2018,Overdose,0.0
26099,Macomb County, MI,80_84,2018,Overdose,0.0
26099,Macomb County, MI,85up,2018,Overdose,0.0
26125,Oakland County, MI,under15,2018,Overdose,0.0
26125,Oakland County, MI,15_17,2018,Overdose,0.0
26125,Oakland County, MI,18_24,2018,Overdose,0.0
26125,Oakland County, MI,25_29,2018,Overdose,0.0
26125,Oakland County, MI,30_34,2018,Overdose,12.0
26125,Oakland County, MI,35_39,2018,Overdose,12.0
26125,Oakland County, MI,40_44,2018,Overdose,0.0
26125,Oakland County, MI,45_49,2018,Overdose,11.0
26125,Oakland County, MI,50_54,2018,Overdose,0.0
26125,Oakland County, MI,55_59,2018,Overdose,0.0
26125,Oakland County, MI,60_64,2018,Overdose,0.0
26125,Oakland County, MI,65_69,2018,Overdose,0.0
26125,Oakland County, MI,70_74,2018,Overdose,0.0
26125,Oakland County, MI,75_79,2018,Overdose,0.0
26125,Oakland County, MI,80_84,2018,Overdose,0.0
26125,Oakland County, MI,85up,2018,Overdose,0.0
26147,St. Clair County, MI,under15,2018,Overdose,0.0
26147,St. Clair County, MI,15_17,2018,Overdose,0.0
26147,St. Clair County, MI,18_24,2018,Overdose,0.0
26147,St. Clair County, MI,25_29,2018,Overdose,0.0
26147,St. Clair County, MI,30_34,2018,Overdose,13.0
26147,St. Clair County, MI,35_39,2018,Overdose,0.0
26147,St. Clair County, MI,40_44,2018,Overdose,0.0
26147,St. Clair County, MI,45_49,2018,Overdose,0.0
26147,St. Clair County, MI,50_54,2018,Overdose,0.0
26147,St. Clair County, MI,55_59,2018,Overdose,0.0
26147,St. Clair County, MI,60_64,2018,Overdose,0.0
26147,St. Clair County, MI,65_69,2018,Overdose,0.0
26147,St. Clair County, MI,70_74,2018,Overdose,0.0
26147,St. Clair County, MI,75_79,2018,Overdose,0.0
26147,St. Clair County, MI,80_84,2018,Overdose,0.0
26147,St. Clair County, MI,85up,2018,Overdose,0.0
26161,Washtenaw County, MI,under15,2018,Overdose,0.0
26161,Washtenaw County, MI,15_17,2018,Overdose,0.0
26161,Washtenaw County, MI,18_24,2018,Overdose,0.0
26161,Washtenaw County, MI,25_29,2018,Overdose,16.0
26161,Washtenaw County, MI,30_34,2018,Overdose,10.0
26161,Washtenaw County, MI,35_39,2018,Overdose,11.0
26161,Washtenaw County, MI,40_44,2018,Overdose,0.0
26161,Washtenaw County, MI,45_49,2018,Overdose,0.0
26161,Washtenaw County, MI,50_54,2018,Overdose,0.0
26161,Washtenaw County, MI,55_59,2018,Overdose,0.0
26161,Washtenaw County, MI,60_64,2018,Overdose,0.0
26161,Washtenaw County, MI,65_69,2018,Overdose,0.0
26161,Washtenaw County, MI,70_74,2018,Overdose,0.0
26161,Washtenaw County, MI,75_79,2018,Overdose,0.0
26161,Washtenaw County, MI,80_84,2018,Overdose,0.0
26161,Washtenaw County, MI,85up,2018,Overdose,0.0
26163,Wayne County, MI,under15,2018,Overdose,0.0
26163,Wayne County, MI,15_17,2018,Overdose,0.0
26163,Wayne County, MI,18_24,2018,Overdose,30.0
26163,Wayne County, MI,25_29,2018,Overdose,58.0
26163,Wayne County, MI,30_34,2018,Overdose,73.0
26163,Wayne County, MI,35_39,2018,Overdose,87.0
26163,Wayne County, MI,40_44,2018,Overdose,68.0
26163,Wayne County, MI,45_49,2018,Overdose,84.0
26163,Wayne County, MI,50_54,2018,Overdose,79.0
26163,Wayne County, MI,55_59,2018,Overdose,66.0
26163,Wayne County, MI,60_64,2018,Overdose,65.0
26163,Wayne County, MI,65_69,2018,Overdose,46.0
26163,Wayne County, MI,70_74,2018,Overdose,17.0
26163,Wayne County, MI,75_79,2018,Overdose,0.0
26163,Wayne County, MI,80_84,2018,Overdose,0.0
26163,Wayne County, MI,85up,2018,Overdose,0.0
27053,Hennepin County, MN,under15,2018,Overdose,0.0
27053,Hennepin County, MN,15_17,2018,Overdose,0.0
27053,Hennepin County, MN,18_24,2018,Overdose,11.0
27053,Hennepin County, MN,25_29,2018,Overdose,27.0
27053,Hennepin County, MN,30_34,2018,Overdose,21.0
27053,Hennepin County, MN,35_39,2018,Overdose,10.0
27053,Hennepin County, MN,40_44,2018,Overdose,12.0
27053,Hennepin County, MN,45_49,2018,Overdose,16.0
27053,Hennepin County, MN,50_54,2018,Overdose,10.0
27053,Hennepin County, MN,55_59,2018,Overdose,0.0
27053,Hennepin County, MN,60_64,2018,Overdose,0.0
27053,Hennepin County, MN,65_69,2018,Overdose,0.0
27053,Hennepin County, MN,70_74,2018,Overdose,0.0
27053,Hennepin County, MN,75_79,2018,Overdose,0.0
27053,Hennepin County, MN,80_84,2018,Overdose,0.0
27053,Hennepin County, MN,85up,2018,Overdose,0.0
29095,Jackson County, MO,under15,2018,Overdose,0.0
29095,Jackson County, MO,15_17,2018,Overdose,0.0
29095,Jackson County, MO,18_24,2018,Overdose,0.0
29095,Jackson County, MO,25_29,2018,Overdose,12.0
29095,Jackson County, MO,30_34,2018,Overdose,0.0
29095,Jackson County, MO,35_39,2018,Overdose,0.0
29095,Jackson County, MO,40_44,2018,Overdose,0.0
29095,Jackson County, MO,45_49,2018,Overdose,0.0
29095,Jackson County, MO,50_54,2018,Overdose,0.0
29095,Jackson County, MO,55_59,2018,Overdose,10.0
29095,Jackson County, MO,60_64,2018,Overdose,0.0
29095,Jackson County, MO,65_69,2018,Overdose,0.0
29095,Jackson County, MO,70_74,2018,Overdose,0.0
29095,Jackson County, MO,75_79,2018,Overdose,0.0
29095,Jackson County, MO,80_84,2018,Overdose,0.0
29095,Jackson County, MO,85up,2018,Overdose,0.0
29099,Jefferson County, MO,under15,2018,Overdose,0.0
29099,Jefferson County, MO,15_17,2018,Overdose,0.0
29099,Jefferson County, MO,18_24,2018,Overdose,15.0
29099,Jefferson County, MO,25_29,2018,Overdose,16.0
29099,Jefferson County, MO,30_34,2018,Overdose,17.0
29099,Jefferson County, MO,35_39,2018,Overdose,21.0
29099,Jefferson County, MO,40_44,2018,Overdose,0.0
29099,Jefferson County, MO,45_49,2018,Overdose,0.0
29099,Jefferson County, MO,50_54,2018,Overdose,0.0
29099,Jefferson County, MO,55_59,2018,Overdose,0.0
29099,Jefferson County, MO,60_64,2018,Overdose,0.0
29099,Jefferson County, MO,65_69,2018,Overdose,0.0
29099,Jefferson County, MO,70_74,2018,Overdose,0.0
29099,Jefferson County, MO,75_79,2018,Overdose,0.0
29099,Jefferson County, MO,80_84,2018,Overdose,0.0
29099,Jefferson County, MO,85up,2018,Overdose,0.0
29183,St. Charles County, MO,under15,2018,Overdose,0.0
29183,St. Charles County, MO,15_17,2018,Overdose,0.0
29183,St. Charles County, MO,18_24,2018,Overdose,16.0
29183,St. Charles County, MO,25_29,2018,Overdose,18.0
29183,St. Charles County, MO,30_34,2018,Overdose,21.0
29183,St. Charles County, MO,35_39,2018,Overdose,17.0
29183,St. Charles County, MO,40_44,2018,Overdose,10.0
29183,St. Charles County, MO,45_49,2018,Overdose,0.0
29183,St. Charles County, MO,50_54,2018,Overdose,0.0
29183,St. Charles County, MO,55_59,2018,Overdose,0.0
29183,St. Charles County, MO,60_64,2018,Overdose,0.0
29183,St. Charles County, MO,65_69,2018,Overdose,0.0
29183,St. Charles County, MO,70_74,2018,Overdose,0.0
29183,St. Charles County, MO,75_79,2018,Overdose,0.0
29183,St. Charles County, MO,80_84,2018,Overdose,0.0
29183,St. Charles County, MO,85up,2018,Overdose,0.0
29189,St. Louis County, MO,under15,2018,Overdose,0.0
29189,St. Louis County, MO,15_17,2018,Overdose,0.0
29189,St. Louis County, MO,18_24,2018,Overdose,40.0
29189,St. Louis County, MO,25_29,2018,Overdose,45.0
29189,St. Louis County, MO,30_34,2018,Overdose,59.0
29189,St. Louis County, MO,35_39,2018,Overdose,46.0
29189,St. Louis County, MO,40_44,2018,Overdose,33.0
29189,St. Louis County, MO,45_49,2018,Overdose,38.0
29189,St. Louis County, MO,50_54,2018,Overdose,18.0
29189,St. Louis County, MO,55_59,2018,Overdose,17.0
29189,St. Louis County, MO,60_64,2018,Overdose,14.0
29189,St. Louis County, MO,65_69,2018,Overdose,0.0
29189,St. Louis County, MO,70_74,2018,Overdose,0.0
29189,St. Louis County, MO,75_79,2018,Overdose,0.0
29189,St. Louis County, MO,80_84,2018,Overdose,0.0
29189,St. Louis County, MO,85up,2018,Overdose,0.0
29510,St. Louis city, MO,under15,2018,Overdose,0.0
29510,St. Louis city, MO,15_17,2018,Overdose,0.0
29510,St. Louis city, MO,18_24,2018,Overdose,13.0
29510,St. Louis city, MO,25_29,2018,Overdose,24.0
29510,St. Louis city, MO,30_34,2018,Overdose,25.0
29510,St. Louis city, MO,35_39,2018,Overdose,32.0
29510,St. Louis city, MO,40_44,2018,Overdose,28.0
29510,St. Louis city, MO,45_49,2018,Overdose,26.0
29510,St. Louis city, MO,50_54,2018,Overdose,13.0
29510,St. Louis city, MO,55_59,2018,Overdose,23.0
29510,St. Louis city, MO,60_64,2018,Overdose,13.0
29510,St. Louis city, MO,65_69,2018,Overdose,12.0
29510,St. Louis city, MO,70_74,2018,Overdose,0.0
29510,St. Louis city, MO,75_79,2018,Overdose,0.0
29510,St. Louis city, MO,80_84,2018,Overdose,0.0
29510,St. Louis city, MO,85up,2018,Overdose,0.0
37021,Buncombe County, NC,under15,2018,Overdose,0.0
37021,Buncombe County, NC,15_17,2018,Overdose,0.0
37021,Buncombe County, NC,18_24,2018,Overdose,0.0
37021,Buncombe County, NC,25_29,2018,Overdose,14.0
37021,Buncombe County, NC,30_34,2018,Overdose,14.0
37021,Buncombe County, NC,35_39,2018,Overdose,16.0
37021,Buncombe County, NC,40_44,2018,Overdose,0.0
37021,Buncombe County, NC,45_49,2018,Overdose,0.0
37021,Buncombe County, NC,50_54,2018,Overdose,0.0
37021,Buncombe County, NC,55_59,2018,Overdose,0.0
37021,Buncombe County, NC,60_64,2018,Overdose,0.0
37021,Buncombe County, NC,65_69,2018,Overdose,0.0
37021,Buncombe County, NC,70_74,2018,Overdose,0.0
37021,Buncombe County, NC,75_79,2018,Overdose,0.0
37021,Buncombe County, NC,80_84,2018,Overdose,0.0
37021,Buncombe County, NC,85up,2018,Overdose,0.0
37051,Cumberland County, NC,under15,2018,Overdose,0.0
37051,Cumberland County, NC,15_17,2018,Overdose,0.0
37051,Cumberland County, NC,18_24,2018,Overdose,0.0
37051,Cumberland County, NC,25_29,2018,Overdose,0.0
37051,Cumberland County, NC,30_34,2018,Overdose,19.0
37051,Cumberland County, NC,35_39,2018,Overdose,0.0
37051,Cumberland County, NC,40_44,2018,Overdose,0.0
37051,Cumberland County, NC,45_49,2018,Overdose,0.0
37051,Cumberland County, NC,50_54,2018,Overdose,10.0
37051,Cumberland County, NC,55_59,2018,Overdose,0.0
37051,Cumberland County, NC,60_64,2018,Overdose,0.0
37051,Cumberland County, NC,65_69,2018,Overdose,0.0
37051,Cumberland County, NC,70_74,2018,Overdose,0.0
37051,Cumberland County, NC,75_79,2018,Overdose,0.0
37051,Cumberland County, NC,80_84,2018,Overdose,0.0
37051,Cumberland County, NC,85up,2018,Overdose,0.0
37063,Durham County, NC,under15,2018,Overdose,0.0
37063,Durham County, NC,15_17,2018,Overdose,0.0
37063,Durham County, NC,18_24,2018,Overdose,0.0
37063,Durham County, NC,25_29,2018,Overdose,0.0
37063,Durham County, NC,30_34,2018,Overdose,0.0
37063,Durham County, NC,35_39,2018,Overdose,14.0
37063,Durham County, NC,40_44,2018,Overdose,0.0
37063,Durham County, NC,45_49,2018,Overdose,0.0
37063,Durham County, NC,50_54,2018,Overdose,0.0
37063,Durham County, NC,55_59,2018,Overdose,0.0
37063,Durham County, NC,60_64,2018,Overdose,0.0
37063,Durham County, NC,65_69,2018,Overdose,0.0
37063,Durham County, NC,70_74,2018,Overdose,0.0
37063,Durham County, NC,75_79,2018,Overdose,0.0
37063,Durham County, NC,80_84,2018,Overdose,0.0
37063,Durham County, NC,85up,2018,Overdose,0.0
37067,Forsyth County, NC,under15,2018,Overdose,0.0
37067,Forsyth County, NC,15_17,2018,Overdose,0.0
37067,Forsyth County, NC,18_24,2018,Overdose,0.0
37067,Forsyth County, NC,25_29,2018,Overdose,15.0
37067,Forsyth County, NC,30_34,2018,Overdose,13.0
37067,Forsyth County, NC,35_39,2018,Overdose,10.0
37067,Forsyth County, NC,40_44,2018,Overdose,11.0
37067,Forsyth County, NC,45_49,2018,Overdose,0.0
37067,Forsyth County, NC,50_54,2018,Overdose,13.0
37067,Forsyth County, NC,55_59,2018,Overdose,0.0
37067,Forsyth County, NC,60_64,2018,Overdose,0.0
37067,Forsyth County, NC,65_69,2018,Overdose,0.0
37067,Forsyth County, NC,70_74,2018,Overdose,0.0
37067,Forsyth County, NC,75_79,2018,Overdose,0.0
37067,Forsyth County, NC,80_84,2018,Overdose,0.0
37067,Forsyth County, NC,85up,2018,Overdose,0.0
37081,Guilford County, NC,under15,2018,Overdose,0.0
37081,Guilford County, NC,15_17,2018,Overdose,0.0
37081,Guilford County, NC,18_24,2018,Overdose,10.0
37081,Guilford County, NC,25_29,2018,Overdose,13.0
37081,Guilford County, NC,30_34,2018,Overdose,19.0
37081,Guilford County, NC,35_39,2018,Overdose,11.0
37081,Guilford County, NC,40_44,2018,Overdose,0.0
37081,Guilford County, NC,45_49,2018,Overdose,10.0
37081,Guilford County, NC,50_54,2018,Overdose,10.0
37081,Guilford County, NC,55_59,2018,Overdose,0.0
37081,Guilford County, NC,60_64,2018,Overdose,0.0
37081,Guilford County, NC,65_69,2018,Overdose,0.0
37081,Guilford County, NC,70_74,2018,Overdose,0.0
37081,Guilford County, NC,75_79,2018,Overdose,0.0
37081,Guilford County, NC,80_84,2018,Overdose,0.0
37081,Guilford County, NC,85up,2018,Overdose,0.0
37119,Mecklenburg County, NC,under15,2018,Overdose,0.0
37119,Mecklenburg County, NC,15_17,2018,Overdose,0.0
37119,Mecklenburg County, NC,18_24,2018,Overdose,14.0
37119,Mecklenburg County, NC,25_29,2018,Overdose,27.0
37119,Mecklenburg County, NC,30_34,2018,Overdose,29.0
37119,Mecklenburg County, NC,35_39,2018,Overdose,35.0
37119,Mecklenburg County, NC,40_44,2018,Overdose,16.0
37119,Mecklenburg County, NC,45_49,2018,Overdose,18.0
37119,Mecklenburg County, NC,50_54,2018,Overdose,0.0
37119,Mecklenburg County, NC,55_59,2018,Overdose,0.0
37119,Mecklenburg County, NC,60_64,2018,Overdose,0.0
37119,Mecklenburg County, NC,65_69,2018,Overdose,0.0
37119,Mecklenburg County, NC,70_74,2018,Overdose,0.0
37119,Mecklenburg County, NC,75_79,2018,Overdose,0.0
37119,Mecklenburg County, NC,80_84,2018,Overdose,0.0
37119,Mecklenburg County, NC,85up,2018,Overdose,0.0
37129,New Hanover County, NC,under15,2018,Overdose,0.0
37129,New Hanover County, NC,15_17,2018,Overdose,0.0
37129,New Hanover County, NC,18_24,2018,Overdose,0.0
37129,New Hanover County, NC,25_29,2018,Overdose,0.0
37129,New Hanover County, NC,30_34,2018,Overdose,13.0
37129,New Hanover County, NC,35_39,2018,Overdose,11.0
37129,New Hanover County, NC,40_44,2018,Overdose,10.0
37129,New Hanover County, NC,45_49,2018,Overdose,0.0
37129,New Hanover County, NC,50_54,2018,Overdose,0.0
37129,New Hanover County, NC,55_59,2018,Overdose,0.0
37129,New Hanover County, NC,60_64,2018,Overdose,0.0
37129,New Hanover County, NC,65_69,2018,Overdose,0.0
37129,New Hanover County, NC,70_74,2018,Overdose,0.0
37129,New Hanover County, NC,75_79,2018,Overdose,0.0
37129,New Hanover County, NC,80_84,2018,Overdose,0.0
37129,New Hanover County, NC,85up,2018,Overdose,0.0
37151,Randolph County, NC,under15,2018,Overdose,0.0
37151,Randolph County, NC,15_17,2018,Overdose,0.0
37151,Randolph County, NC,18_24,2018,Overdose,0.0
37151,Randolph County, NC,25_29,2018,Overdose,10.0
37151,Randolph County, NC,30_34,2018,Overdose,0.0
37151,Randolph County, NC,35_39,2018,Overdose,0.0
37151,Randolph County, NC,40_44,2018,Overdose,0.0
37151,Randolph County, NC,45_49,2018,Overdose,0.0
37151,Randolph County, NC,50_54,2018,Overdose,0.0
37151,Randolph County, NC,55_59,2018,Overdose,0.0
37151,Randolph County, NC,60_64,2018,Overdose,0.0
37151,Randolph County, NC,65_69,2018,Overdose,0.0
37151,Randolph County, NC,70_74,2018,Overdose,0.0
37151,Randolph County, NC,75_79,2018,Overdose,0.0
37151,Randolph County, NC,80_84,2018,Overdose,0.0
37151,Randolph County, NC,85up,2018,Overdose,0.0
37179,Union County, NC,under15,2018,Overdose,0.0
37179,Union County, NC,15_17,2018,Overdose,0.0
37179,Union County, NC,18_24,2018,Overdose,0.0
37179,Union County, NC,25_29,2018,Overdose,13.0
37179,Union County, NC,30_34,2018,Overdose,0.0
37179,Union County, NC,35_39,2018,Overdose,0.0
37179,Union County, NC,40_44,2018,Overdose,0.0
37179,Union County, NC,45_49,2018,Overdose,0.0
37179,Union County, NC,50_54,2018,Overdose,0.0
37179,Union County, NC,55_59,2018,Overdose,0.0
37179,Union County, NC,60_64,2018,Overdose,0.0
37179,Union County, NC,65_69,2018,Overdose,0.0
37179,Union County, NC,70_74,2018,Overdose,0.0
37179,Union County, NC,75_79,2018,Overdose,0.0
37179,Union County, NC,80_84,2018,Overdose,0.0
37179,Union County, NC,85up,2018,Overdose,0.0
37183,Wake County, NC,under15,2018,Overdose,0.0
37183,Wake County, NC,15_17,2018,Overdose,0.0
37183,Wake County, NC,18_24,2018,Overdose,12.0
37183,Wake County, NC,25_29,2018,Overdose,19.0
37183,Wake County, NC,30_34,2018,Overdose,14.0
37183,Wake County, NC,35_39,2018,Overdose,13.0
37183,Wake County, NC,40_44,2018,Overdose,0.0
37183,Wake County, NC,45_49,2018,Overdose,0.0
37183,Wake County, NC,50_54,2018,Overdose,16.0
37183,Wake County, NC,55_59,2018,Overdose,0.0
37183,Wake County, NC,60_64,2018,Overdose,0.0
37183,Wake County, NC,65_69,2018,Overdose,0.0
37183,Wake County, NC,70_74,2018,Overdose,0.0
37183,Wake County, NC,75_79,2018,Overdose,0.0
37183,Wake County, NC,80_84,2018,Overdose,0.0
37183,Wake County, NC,85up,2018,Overdose,0.0
33011,Hillsborough County, NH,under15,2018,Overdose,0.0
33011,Hillsborough County, NH,15_17,2018,Overdose,0.0
33011,Hillsborough County, NH,18_24,2018,Overdose,0.0
33011,Hillsborough County, NH,25_29,2018,Overdose,22.0
33011,Hillsborough County, NH,30_34,2018,Overdose,32.0
33011,Hillsborough County, NH,35_39,2018,Overdose,23.0
33011,Hillsborough County, NH,40_44,2018,Overdose,15.0
33011,Hillsborough County, NH,45_49,2018,Overdose,14.0
33011,Hillsborough County, NH,50_54,2018,Overdose,17.0
33011,Hillsborough County, NH,55_59,2018,Overdose,0.0
33011,Hillsborough County, NH,60_64,2018,Overdose,0.0
33011,Hillsborough County, NH,65_69,2018,Overdose,0.0
33011,Hillsborough County, NH,70_74,2018,Overdose,0.0
33011,Hillsborough County, NH,75_79,2018,Overdose,0.0
33011,Hillsborough County, NH,80_84,2018,Overdose,0.0
33011,Hillsborough County, NH,85up,2018,Overdose,0.0
33015,Rockingham County, NH,under15,2018,Overdose,0.0
33015,Rockingham County, NH,15_17,2018,Overdose,0.0
33015,Rockingham County, NH,18_24,2018,Overdose,0.0
33015,Rockingham County, NH,25_29,2018,Overdose,0.0
33015,Rockingham County, NH,30_34,2018,Overdose,13.0
33015,Rockingham County, NH,35_39,2018,Overdose,16.0
33015,Rockingham County, NH,40_44,2018,Overdose,0.0
33015,Rockingham County, NH,45_49,2018,Overdose,15.0
33015,Rockingham County, NH,50_54,2018,Overdose,0.0
33015,Rockingham County, NH,55_59,2018,Overdose,0.0
33015,Rockingham County, NH,60_64,2018,Overdose,0.0
33015,Rockingham County, NH,65_69,2018,Overdose,0.0
33015,Rockingham County, NH,70_74,2018,Overdose,0.0
33015,Rockingham County, NH,75_79,2018,Overdose,0.0
33015,Rockingham County, NH,80_84,2018,Overdose,0.0
33015,Rockingham County, NH,85up,2018,Overdose,0.0
33017,Strafford County, NH,under15,2018,Overdose,0.0
33017,Strafford County, NH,15_17,2018,Overdose,0.0
33017,Strafford County, NH,18_24,2018,Overdose,0.0
33017,Strafford County, NH,25_29,2018,Overdose,0.0
33017,Strafford County, NH,30_34,2018,Overdose,13.0
33017,Strafford County, NH,35_39,2018,Overdose,0.0
33017,Strafford County, NH,40_44,2018,Overdose,0.0
33017,Strafford County, NH,45_49,2018,Overdose,0.0
33017,Strafford County, NH,50_54,2018,Overdose,0.0
33017,Strafford County, NH,55_59,2018,Overdose,0.0
33017,Strafford County, NH,60_64,2018,Overdose,0.0
33017,Strafford County, NH,65_69,2018,Overdose,0.0
33017,Strafford County, NH,70_74,2018,Overdose,0.0
33017,Strafford County, NH,75_79,2018,Overdose,0.0
33017,Strafford County, NH,80_84,2018,Overdose,0.0
33017,Strafford County, NH,85up,2018,Overdose,0.0
34001,Atlantic County, NJ,under15,2018,Overdose,0.0
34001,Atlantic County, NJ,15_17,2018,Overdose,0.0
34001,Atlantic County, NJ,18_24,2018,Overdose,0.0
34001,Atlantic County, NJ,25_29,2018,Overdose,14.0
34001,Atlantic County, NJ,30_34,2018,Overdose,18.0
34001,Atlantic County, NJ,35_39,2018,Overdose,21.0
34001,Atlantic County, NJ,40_44,2018,Overdose,12.0
34001,Atlantic County, NJ,45_49,2018,Overdose,23.0
34001,Atlantic County, NJ,50_54,2018,Overdose,11.0
34001,Atlantic County, NJ,55_59,2018,Overdose,20.0
34001,Atlantic County, NJ,60_64,2018,Overdose,0.0
34001,Atlantic County, NJ,65_69,2018,Overdose,0.0
34001,Atlantic County, NJ,70_74,2018,Overdose,0.0
34001,Atlantic County, NJ,75_79,2018,Overdose,0.0
34001,Atlantic County, NJ,80_84,2018,Overdose,0.0
34001,Atlantic County, NJ,85up,2018,Overdose,0.0
34003,Bergen County, NJ,under15,2018,Overdose,0.0
34003,Bergen County, NJ,15_17,2018,Overdose,0.0
34003,Bergen County, NJ,18_24,2018,Overdose,14.0
34003,Bergen County, NJ,25_29,2018,Overdose,22.0
34003,Bergen County, NJ,30_34,2018,Overdose,18.0
34003,Bergen County, NJ,35_39,2018,Overdose,11.0
34003,Bergen County, NJ,40_44,2018,Overdose,15.0
34003,Bergen County, NJ,45_49,2018,Overdose,11.0
34003,Bergen County, NJ,50_54,2018,Overdose,11.0
34003,Bergen County, NJ,55_59,2018,Overdose,15.0
34003,Bergen County, NJ,60_64,2018,Overdose,0.0
34003,Bergen County, NJ,65_69,2018,Overdose,0.0
34003,Bergen County, NJ,70_74,2018,Overdose,0.0
34003,Bergen County, NJ,75_79,2018,Overdose,0.0
34003,Bergen County, NJ,80_84,2018,Overdose,0.0
34003,Bergen County, NJ,85up,2018,Overdose,0.0
34005,Burlington County, NJ,under15,2018,Overdose,0.0
34005,Burlington County, NJ,15_17,2018,Overdose,0.0
34005,Burlington County, NJ,18_24,2018,Overdose,18.0
34005,Burlington County, NJ,25_29,2018,Overdose,30.0
34005,Burlington County, NJ,30_34,2018,Overdose,27.0
34005,Burlington County, NJ,35_39,2018,Overdose,23.0
34005,Burlington County, NJ,40_44,2018,Overdose,18.0
34005,Burlington County, NJ,45_49,2018,Overdose,11.0
34005,Burlington County, NJ,50_54,2018,Overdose,16.0
34005,Burlington County, NJ,55_59,2018,Overdose,11.0
34005,Burlington County, NJ,60_64,2018,Overdose,0.0
34005,Burlington County, NJ,65_69,2018,Overdose,0.0
34005,Burlington County, NJ,70_74,2018,Overdose,0.0
34005,Burlington County, NJ,75_79,2018,Overdose,0.0
34005,Burlington County, NJ,80_84,2018,Overdose,0.0
34005,Burlington County, NJ,85up,2018,Overdose,0.0
34007,Camden County, NJ,under15,2018,Overdose,0.0
34007,Camden County, NJ,15_17,2018,Overdose,0.0
34007,Camden County, NJ,18_24,2018,Overdose,23.0
34007,Camden County, NJ,25_29,2018,Overdose,32.0
34007,Camden County, NJ,30_34,2018,Overdose,37.0
34007,Camden County, NJ,35_39,2018,Overdose,40.0
34007,Camden County, NJ,40_44,2018,Overdose,31.0
34007,Camden County, NJ,45_49,2018,Overdose,28.0
34007,Camden County, NJ,50_54,2018,Overdose,25.0
34007,Camden County, NJ,55_59,2018,Overdose,23.0
34007,Camden County, NJ,60_64,2018,Overdose,0.0
34007,Camden County, NJ,65_69,2018,Overdose,0.0
34007,Camden County, NJ,70_74,2018,Overdose,0.0
34007,Camden County, NJ,75_79,2018,Overdose,0.0
34007,Camden County, NJ,80_84,2018,Overdose,0.0
34007,Camden County, NJ,85up,2018,Overdose,0.0
34009,Cape May County, NJ,under15,2018,Overdose,0.0
34009,Cape May County, NJ,15_17,2018,Overdose,0.0
34009,Cape May County, NJ,18_24,2018,Overdose,0.0
34009,Cape May County, NJ,25_29,2018,Overdose,0.0
34009,Cape May County, NJ,30_34,2018,Overdose,0.0
34009,Cape May County, NJ,35_39,2018,Overdose,12.0
34009,Cape May County, NJ,40_44,2018,Overdose,0.0
34009,Cape May County, NJ,45_49,2018,Overdose,0.0
34009,Cape May County, NJ,50_54,2018,Overdose,0.0
34009,Cape May County, NJ,55_59,2018,Overdose,0.0
34009,Cape May County, NJ,60_64,2018,Overdose,0.0
34009,Cape May County, NJ,65_69,2018,Overdose,0.0
34009,Cape May County, NJ,70_74,2018,Overdose,0.0
34009,Cape May County, NJ,75_79,2018,Overdose,0.0
34009,Cape May County, NJ,80_84,2018,Overdose,0.0
34009,Cape May County, NJ,85up,2018,Overdose,0.0
34011,Cumberland County, NJ,under15,2018,Overdose,0.0
34011,Cumberland County, NJ,15_17,2018,Overdose,0.0
34011,Cumberland County, NJ,18_24,2018,Overdose,0.0
34011,Cumberland County, NJ,25_29,2018,Overdose,10.0
34011,Cumberland County, NJ,30_34,2018,Overdose,21.0
34011,Cumberland County, NJ,35_39,2018,Overdose,15.0
34011,Cumberland County, NJ,40_44,2018,Overdose,17.0
34011,Cumberland County, NJ,45_49,2018,Overdose,0.0
34011,Cumberland County, NJ,50_54,2018,Overdose,0.0
34011,Cumberland County, NJ,55_59,2018,Overdose,0.0
34011,Cumberland County, NJ,60_64,2018,Overdose,0.0
34011,Cumberland County, NJ,65_69,2018,Overdose,0.0
34011,Cumberland County, NJ,70_74,2018,Overdose,0.0
34011,Cumberland County, NJ,75_79,2018,Overdose,0.0
34011,Cumberland County, NJ,80_84,2018,Overdose,0.0
34011,Cumberland County, NJ,85up,2018,Overdose,0.0
34013,Essex County, NJ,under15,2018,Overdose,0.0
34013,Essex County, NJ,15_17,2018,Overdose,0.0
34013,Essex County, NJ,18_24,2018,Overdose,15.0
34013,Essex County, NJ,25_29,2018,Overdose,19.0
34013,Essex County, NJ,30_34,2018,Overdose,23.0
34013,Essex County, NJ,35_39,2018,Overdose,17.0
34013,Essex County, NJ,40_44,2018,Overdose,24.0
34013,Essex County, NJ,45_49,2018,Overdose,36.0
34013,Essex County, NJ,50_54,2018,Overdose,45.0
34013,Essex County, NJ,55_59,2018,Overdose,27.0
34013,Essex County, NJ,60_64,2018,Overdose,20.0
34013,Essex County, NJ,65_69,2018,Overdose,15.0
34013,Essex County, NJ,70_74,2018,Overdose,0.0
